scene_name,scene_avg_p,scene_avg_a,scene_avg_d,scene_avg_blur,scene_avg_optical_flow,scene_movie,paths
incredible_220,64.26739210340712,59.543753702799485,80.61551491970486,305.7849813319424,0.002567885210737586,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-20-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-20-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-20-2.jpg']"
incredible_221,39.72296408420139,44.45551608615451,50.67815288628472,158.07351602182283,,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-21-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-21-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-21-2.jpg']"
incredible_222,54.931812811957464,41.224263658311635,67.83028412543403,233.81909122720057,4.075038759765448e-06,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-22-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-22-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-22-2.jpg']"
incredible_223,62.77086146375868,41.19975900607639,76.85335828993055,448.6689177098214,0.7557134628295898,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-23-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-23-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-23-2.jpg']"
incredible_224,57.50813324652777,43.431133897569445,71.04194184027779,334.28451074126264,0.005532420240342617,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-24-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-24-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-24-2.jpg']"
incredible_225,99.04556141493056,49.66250021701389,119.56036024305557,241.25187437234032,0.0014027617871761322,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-25-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-25-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-25-2.jpg']"
incredible_226,88.05647363281248,47.97172162543402,106.71969813368055,656.6064639275979,3.8999331763989176e-07,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-26-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-26-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-26-2.jpg']"
incredible_227,86.90670502387154,40.09749028862847,104.52058919270833,353.2315511682512,0.0009817014215514064,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-27-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-27-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-27-2.jpg']"
incredible_228,73.2619110107422,63.98464440917968,91.46534619140625,99.26963832014569,0.0008427925640717149,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-28-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-28-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-28-2.jpg']"
incredible_229,80.32779821777343,51.2571500515408,98.18618169487847,527.6980057209602,3.4545414564490784e-06,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-29-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-29-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-29-2.jpg']"
incredible_23,60.61160667588975,13.885803100585937,71.33107231987847,481.79282197264484,0.011664803139865398,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-3-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-3-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-3-2.jpg']"
incredible_24,62.188535630967884,11.713496188693577,72.90526416015625,114.4835769346749,0.006026779301464558,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-4-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-4-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-4-2.jpg']"
